n,p,v,corpus
睡眠,を,取る,ted
全て,と,言う,ted
最初,に,作る,ted
アイデア,を,作る,ted
ピアノ,で,思い付く,ted
侭,に,選ぶ,ted
中,から,選ぶ,ted
主題,と,なる,ted
物,を,選ぶ,ted
abegg,に,当たる,ted
報道,が,流される,ted
患者,が,遣る,ted
プエルトリコ,と,比べる,ted
会議室,で,臨む,ted
面接,に,臨む,ted
徐々,に,進む,ted
イノベーション,を,起こさず,ted
スケール,で,説明する,ted
生活,を,する,ted
死亡率,を,する,ted
参考,に,する,ted
姿,を,描く,ted
後,に,建て始める,ted
塔,を,建て始める,ted
彼,が,建てる,ted
塔,を,建てる,ted
こと,で,変える,ted
スカイライン,を,変える,ted
軸,を,変える,ted
競争,を,作り出す,ted
競争,で,建て始める,ted
ビル,を,建て始める,ted
共,に,上げる,ted
限界,を,上げる,ted
荷,を,持つ,ted
クオーク,と,なる,ted
時間,を,入れる,ted
手,に,入れる,ted
ガスボンベ,に,捕まる,ted
等,に,言う,ted
創造性,を,取り戻したい,ted
枠,に,とらわれない,ted
中,に,戻らない,ted
幻覚,が,解き明かす,ted
所,で,生じる,ted
事,が,分かる,ted
後,に,予定する,ted
リリース,を,予定する,ted
scratch,を,使う,ted
此処,で,示す,ted
さん,に,示す,ted
可能性,を,示す,ted
時間,を,頂く,ted
幸運,を,祈る,ted
時間,を,頂く,ted
幸運,を,祈る,ted
重要性,を,決める,ted
グレープーポン,を,分ける,ted
音,が,する,ted
自分,が,作り上げる,ted
品,を,作り上げる,ted
設計,を,行う,ted
地域,を,する,ted
損害,を,与える,ted
影響,を,受ける,ted
其れ,と,ある,ted
リサイクル,が,出来る,ted
手,で,出来る,ted
政策,が,制定される,ted
進化,を,牛耳る,ted
セキュリティー,を,低下させる,ted
過ち,を,解明する,ted
パスワード,を,調査する,ted
セキュリティー,を,晒す,ted
パスワード,を,調査する,ted
こと,で,発生する,ted
病気,が,発生する,ted
木,が,立ち枯れする,ted
時代,を,築く,ted
データ,を,越える,ted
物語,を,解き明かす,ted
活動,に,参加する,ted
内戦,を,導く,ted
解決,に,導く,ted
子供達,が,超越する,ted
キッズ,を,超越する,ted
有りの侭,に,見える,ted
バン,に,住む,ted
連中,が,変える,ted
中,を,闊歩する,ted
世界,を,変える,ted
定式化,を,する,ted
発見,が,ある,ted
撮像,を,する,ted
行動,を,起こさない,ted
話題,を,掘り下げたい,ted
こと,を,したい,ted
財団,を,設立する,ted
成虫,に,なる,ted
光,を,放たない,ted
蛍光,を,放つ,ted
私達,から,始めない,ted
地球,が,自転する,ted
物,が,裏切る,ted
直感,を,裏切る,ted
空間,から,出来る,ted
周り,に,置く,ted
松毬,が,置く,ted
理由,を,お話す,ted
ロッククライミング,から,学ぶ,ted
ユニット,と,呼ばれる,ted
私,が,裂く,ted
こと,に,裂く,ted
時間,を,裂く,ted
疾走,で,向かう,ted
家,へ,向かう,ted
固まり,で,出来る,ted
足首,を,固定する,ted
ゴム,で,出来る,ted
ライン,が,付く,ted
最後,に,保証する,ted
蛞蝓,に,与える,ted
危害,を,与える,ted
こと,を,保証する,ted
数学,を,教える,ted
家,に,上がる,ted
中,から,修復する,ted
弁,を,修復する,ted
頭,を,動かす,ted
マウス,で,操る,ted
カーソル,を,操る,ted
インターフェース,で,見る,ted
ロボット,から,送信される,ted
ビデオ,を,見る,ted
ロボット,から,送信される,ted
ビデオ,を,見る,ted
ボタン,を,押す,ted
空間,を,活用する,ted
庭,に,出来る,ted
スペース,を,積み重ねる,ted
空間,を,作る,ted
時,に,思う,ted
空間,を,作り出さない,ted
人間,が,いる,ted
辞任,を,する,ted
当時,を,振り返る,ted
時間,が,出来る,ted
等,を,組み合わせる,ted
こと,が,なる,ted
趣味,に,なる,ted
人,が,勝つ,ted
こと,で,得る,ted
そこ,から,学び為さる,ted
人,に,与える,ted
感,を,与える,ted
デザイン,に,見られる,ted
目,を,向ける,ted
製品,が,収める,ted
成功,を,収める,ted
感情,に,訴える,ted
特徴,を,示す,ted
身体,を,使う,ted
ダンス,を,作る,ted
ダンス,を,作る,ted
羽目,を,外す,ted
他人,が,選ぶ,ted
数,を,選ぶ,ted
50,に,なる,ted
被写体,を,撮る,ted
前,で,撮る,ted
影響,を,受ける,ted
こと,が,分かる,ted
女性,が,表現する,ted
欲望,を,表現する,ted
等,を,送り込む,ted
病院,へ,送り込む,ted
同性愛,を,分類する,ted
ケア,を,受ける,ted
観点,から,分析出来る,ted
代わり,に,なる,ted
　 ,と,言う,ted
代わり,に,なる,ted
　 ,と,言う,ted
方,を,決める,ted
其れ,を,定式化する,ted
パンバニーシャ,を,真似する,ted
はさみ,を,使う,ted
アマゾン,に,生息する,ted
創作,に,かける,ted
物体,を,通り抜ける,ted
バリア,が,出来る,ted
相手,が,話す,ted
美,を,話す,ted
こと,を,遣る,ted
次第,に,なる,ted
間,に,入り込む,ted
農業,に,専念する,ted
私,が,行う,ted
ジェスチャー,を,行う,ted
時間,に,行う,ted
テープ,と,同期する,ted
メルクス,が,走る,ted
前,に,走る,ted
距離,より,伸びる,ted
思考,から,来る,ted
専門知識,を,提供する,ted
消費者,が,望む,ted
物,を,与える,ted
会社,が,与える,ted
ピア,に,与える,ted
本当,に,感心する,ted
繋がり,を,理解する,ted
車,から,下りる,ted
語,で,する,ted
挨拶,を,する,ted
名前,を,名乗る,ted
仕事,から,帰る,ted
村,に,住む,ted
キャリア,を,よみがえらせる,ted
自分自身,に,話し掛ける,ted
薬,を,持つ,ted
癌,と,戦う,ted
プロセス,を,過ごす,ted
姿勢,で,過ごす,ted
絵の具,が,止まる,ted
僕,が,飼う,ted
音,が,ある,ted
受信機,が,変える,ted
変動,を,変換する,ted
信号,に,変える,ted
土手,に,向かう,ted
号,を,持つ,ted
中国語,が,登場する,ted
感覚,を,着ける,ted
身,に,着ける,ted
牧師,に,なる,ted
其れ,を,思う,ted
マダガスカル,で,起きる,ted
クーデター,が,起きる,ted
場所,に,なる,ted
大陸,を,見る,ted
ヨーロッパ,が,入る,ted
アフリカ,が,入る,ted
余裕,が,ある,ted
部分,に,なる,ted
現実,と,なる,ted
中,に,見出だす,ted
場所,を,見出だす,ted
組織,が,費やす,ted
報道,に,費やす,ted
秒数,を,表す,ted
問題,に,注力する,ted
被害,を,する,ted
新妻,に,作る,ted
ナプキン,を,作る,ted
地元,で,作る,ted
此処,に,参加する,ted
私,に,見せられる,ted
2,を,見せられる,ted
デバイス,に,接続する,ted
両親,を,困らせる,ted
本,を,読む,ted
話,を,する,ted
シンボル,を,得る,ted
つ,を,並べる,ted
横,に,並べる,ted
ツール,が,現れる,ted
私達,が,共有する,ted
こと,が,分かる,ted
此処,に,おられる,ted
数字,で,表す,ted
数字,で,表す,ted
重症,に,なる,ted
私,が,解放される,ted
名,に,かける,ted
タラワ,に,行く,ted
発見,を,説明する,ted
telescope,に,入れ込む,ted
理由,を,説明する,ted
嘴,が,突く,ted
棘,を,踏む,ted
雨,が,覚ます,ted
目,を,覚ます,ted
目,を,開ける,ted
手,で,見ない,ted
夢,を,見ない,ted
道,を,探す,ted
夢,を,夢見ない,ted
世界,を,夢見る,ted
状態,に,ある,ted
言葉,を,借りる,ted
そこ,に,ある,ted
何,が,ある,ted
前,に,壊す,ted
筋肉,を,操る,ted
連携,が,出来ない,ted
動き,を,する,ted
参加,を,集める,ted
特権,と,言う,ted
新種,を,発見する,ted
名前,を,付けられる,ted
掌,で,擦る,ted
鼻,を,擦る,ted
上下,に,擦る,ted
症状,を,呈する,ted
ミスト,を,利用する,ted
我々,が,する,ted
物事,を,する,ted
理論,を,作る,ted
其れ,が,応用される,ted
後,に,応用される,ted
所,を,記述する,ted
負け,に,なる,ted
功績,で,受賞する,ted
ノーベル賞,を,受賞する,ted
リー,が,示す,ted
ホワイトボード,に,ある,ted
私達,が,濡れる,ted
成功,を,収める,ted
代,に,設立する,ted
草分け,と,なる,ted
会社,を,設立する,ted
企業,に,成長させる,ted
同僚,を,する,ted
長者,に,する,ted
時,に,誘う,ted
笑い,を,誘う,ted
話,を,通す,ted
名前,で,通す,ted
予想,を,裏切る,ted
女性,を,見分ける,ted
方法,を,教える,ted
デザイン,を,する,ted
m,で,生産される,ted
食料,が,生産される,ted
インド,で,成長する,ted
スタッフ,に,なる,ted
英語,を,習得する,ted
利益,を,守る,ted
利益,を,守る,ted
部下,を,する,ted
犠牲,に,する,ted
頭,に,浮かばない,ted
話,を,する,ted
言葉,を,知る,ted
此処,で,出る,ted
リンカーン,が,出る,ted
此れ,を,言う,ted
実績,を,見る,ted
能力,が,進化する,ted
印象,を,受ける,ted
私達,が,思い止まる,ted
自賛,を,思い止まる,ted
理由,を,指摘する,ted
要因,が,重なる,ted
新記録,に,貢献する,ted
人,に,備わる,ted
一方,で,言う,ted
一方,で,言う,ted
一方,で,言う,ted
文字,が,現れそう,ted
インフラ,が,なる,ted
一般,に,なる,ted
目的,を,追求する,ted
物,と,なる,ted
こと,を,知る,ted
こと,を,知る,ted
こと,を,知る,ted
海月,から,来る,ted
蛇口,を,緩める,ted
線,が,動き,ted
蛇口,を,緩める,ted
線,が,消える,ted
一瞬,に,する,ted
周り,に,残り,ted
もやもや,が,残り,ted
武力,を,捧げる,ted
欲求,が,ある,ted
こと,が,見受けられる,ted
箇国,で,改善する,ted
統治,が,改善する,ted
時,に,触れる,ted
私,に,触れる,ted
機能,を,追加する,ted
選挙,を,行う,ted
機械,に,吹き込む,ted
命,を,吹き込む,ted
母,が,言う,ted
写真,に,写る,ted
絵,が,示す,ted
エンドサイトーシス,と,呼ばれる,ted
分子,が,取り込まれる,ted
小胞,で,取り込まれる,ted
内,に,取り込まれる,ted
一部,に,なる,ted
学校,で,教える,ted
達,を,落第させない,ted
文章,を,書く,ted
才能,が,見せる,ted
一面,を,見せる,ted
反応,を,起こす,ted
中性子,を,捉える,ted
何,より,ある,ted
動機,が,ある,ted
他,に,いる,ted
チーム,が,研究する,ted
御陰,で,始まるそう,ted
余暇,を,楽しむ,ted
時代,が,始まるそう,ted
時間,が,出来る,ted
達,が,遣る,ted
役,に,立つ,ted
ぐるみ,で,作る,ted
チーム,を,作る,ted
会社,を,設立する,ted
方法,を,示し始める,ted
空間,を,変化させる,ted
原動力,から,生じる,ted
ストーリー,が,ある,ted
自ら,を,救う,ted
メキシコ,に,運ばれる,ted
中,で,変貌する,ted
形,を,変える,ted
インフラ,に,なる,ted
脂肪,を,吐き出す,ted
幼虫,を,育てる,ted
腐敗,を,阻止する,ted
注意,を,払わない,ted
事実,が,ある,ted
比べ物,に,なる,ted
命,を,救う,ted
可能性,が,ある,ted
此れ,が,なる,ted
主題,に,なる,ted
MIT,に,在籍する,ted
基礎知識,を,実用化する,ted
こと,が,求められる,ted
コンピューター,に,接続される,ted
カメラ,が,関知する,ted
信号,を,関知する,ted
ウォッカ,を,飲む,ted
相手,を,見付ける,ted
性質,が,なる,ted
此れ,に,同意する,ted
人口,に,匹敵する,ted
海水,から,採掘する,ted
鉱物,を,採掘する,ted
棟梁,を,引き止める,ted
資材,を,見せる,ted
インターネット,を,考える,ted
上,で,交わされる,ted
偵察機,で,監視する,ted
兎,を,監視する,ted
場所,に,行く,ted
内,で,調整する,ted
量,を,調整する,ted
防止,を,促進する,ted
蔓延,を,呼ぶ,ted
理性,が,働かない,ted
問題,を,話す,ted
エネルギー,を,使う,ted
脳,が,使う,ted
脳,に,ある,ted
数,が,分かる,ted
計算,が,出来る,ted
テクノロジー,を,役立つ,ted
物,に,する,ted
こと,に,注がれる,ted
コスト,で,戦う,ted
脅威,と,戦う,ted
そこ,から,得る,ted
幸福,を,得る,ted
生命,を,解明出来る,ted
病院,を,建てる,ted
村,を,救う,ted
行為,を,行う,ted
問い,に,向き合う,ted
ルール,に,従う,ted
選択,を,する,ted
違い,を,描き出す,ted
中,から,紹介する,ted
必要,が,ある,ted
本当,に,言う,ted
私,が,感心する,ted
星,が,発見されない,ted
現象,を,探す,ted
そこ,で,始める,ted
共,に,始める,ted
来館者,が,共鳴する,ted
館内,で,する,ted
耳,に,する,ted
声,に,共鳴する,ted
構想,を,始める,ted
ガールフレンド,と,別れる,ted
お金,を,儲ける,ted
言,を,引用する,ted
者,が,合わせる,ted
顏,を,合わせる,ted
電池,を,負かす,ted
必要,が,ある,ted
助け,を,得る,ted
新発見,を,する,ted
物,を,作る,ted
こと,が,ありそう,ted
中,で,獲得する,ted
我々,が,獲得する,ted
本当,に,獲得する,ted
説明,が,つかない,ted
猫,に,共感する,ted
鳩,と,比べる,ted
1,で,計量する,ted
重さ,を,計量する,ted
天井,が,崩れ落ちない,ted
つ,を,調和させる,ted
バージョン,で,見る,ted
変化,を,示す,ted
全て,が,流れる,ted
懐,に,流れる,ted
自分,が,依存する,ted
治療,に,依存する,ted
方,が,する,ted
自分,を,する,ted
必要,と,する,ted
独房,で,過ごす,ted
歳月,を,過ごす,ted
御陰,で,持つ,ted
時間,が,持つ,ted
英知,を,得る,ted
言葉,を,拾う,ted
データベース,が,識別する,ted
トーン,を,識別する,ted
意味,が,解釈される,ted
此れ,で,外す,ted
キャップ,を,外す,ted
飲料水,が,出る,ted
せい,で,出来る,ted
規模,を,出来る,ted
解決,に,導く,ted
様,が,思う,ted
車,を,買う,ted
時,に,関与する,ted
大陸,が,関与する,ted
製造,に,関与する,ted
方,と,する,ted
ゲーム,を,する,ted
セックスライフ,から,学ぶ,ted
方法,が,わからない,ted
今,から,言う,ted
提案,を,聞く,ted
此処,に,来る,ted
概念,を,持つ,ted
人間,に,付く,ted
タイヤ,が,付く,ted
飛行機,と,見分ける,ted
類い,を,学ぶ,ted
貴方,が,遣り遂げる,ted
責任,を,持つ,ted
此れ,を,遣り遂げる,ted
代わり,に,届けられる,ted
乙女,を,届けられる,ted
点,に,畏怖する,ted
過程,を,表す,ted
過程,を,表す,ted
図,を,見る,ted
車,を,買う,ted
人々,を,罰する,ted
こと,を,意図せず,ted
市民,に,提供する,ted
蘇生,に,参加する,ted
機会,を,提供する,ted
年,に,する,ted
孵化,を,する,ted
ペンギン,が,移動する,ted
地点,を,記録する,ted
巣,から,離れる,ted
左側,を,回転させる,ted
目,で,回転させる,ted
右側,に,合わせる,ted
彼,を,紹介しない,ted
目,で,撮る,ted
娘,が,生まれる,ted
頃,に,撮る,ted
情報,が,得られる,ted
場所,を,開拓する,ted
軍,で,使われる,ted
プログラム,を,使う,ted
技術,を,持ち合わせる,ted
人生,を,変えられる,ted
場,と,呼ばれる,ted
物,で,埋め尽くされる,ted
場,と,呼ばれる,ted
物,で,埋め尽くされる,ted
実際,に,会う,ted
事故,に,会う,ted
実際,に,会う,ted
事故,に,会う,ted
そこ,で,使う,ted
コンピューター,を,使う,ted
技術,を,高める,ted
こと,で,入る,ted
フロー,に,入る,ted
こと,に,気付く,ted
単語,を,学ぶ,ted
問題,が,ある,ted
削減,が,進む,ted
風,が,吹く,ted
全体,が,動く,ted
一部,に,過ぎる,ted
さん,に,お教えする,ted
此れ,から,抜け出す,ted
方法,を,お教えする,ted
上半身,が,発達する,ted
データ,が,する,ted
データ,で,する,ted
自分,が,する,ted
ボタン,で,する,ted
選択,を,する,ted
こと,を,知る,ted
理解,を,深める,ted
ビッグデータ,を,利用出来る,ted
楽,を,する,ted
判断,を,誤り,ted
間違い,を,犯す,ted
見方,を,する,ted
面,で,捉える,ted
世界,を,間違う,ted
問題,が,ある,ted
メーカー,が,輸出する,ted
部品,を,輸出する,ted
